id,latitude,longitude,part_nmbr,serial_nmbr,information,information2,dimension,weight,origin,mobileapp_version_number,gps_precision,gps_age,gps_altitude,organizations_id,users_id,created,modified,modified_merged,crud,deleted,modified_timezone,object_categories_id,object_types_id,object_events_id,object_statuses_id,Detected
412404659,56.308166356547,10.626582784314,,,,,,,MobileApp,6.1.6368,0,1586888356750,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:16,C,,2020-04-14T18:19:16,100533,301432,500772,701063,42069
412404660,56.308313042898,10.62660811957,,,,,,,MobileApp,6.1.6368,0,1586888361666,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:21,C,,2020-04-14T18:19:21,100533,301432,500772,701063,42069
412404661,56.308282117686,10.626912410495,,,,,,,MobileApp,6.1.6368,0,1586888365368,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:25,C,,2020-04-14T18:19:25,100533,301432,500772,701063,42069
412404662,56.308138957442,10.626879675808,,,,,,,MobileApp,6.1.6368,0,1586888376792,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:36,C,,2020-04-14T18:19:36,100533,301432,500772,701063,42069
412404663,56.308103773169,10.627208881924,,,,,,,MobileApp,6.1.6368,0,1586888387619,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:47,C,,2020-04-14T18:19:47,100533,301432,500772,701063,42069
412404664,56.308073339199,10.627515991821,,,,,,,MobileApp,6.1.6368,0,1586888392965,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:52,C,,2020-04-14T18:19:52,100533,301432,500772,701063,42069
412404665,56.308220084712,10.627522059404,,,,,,,MobileApp,6.1.6368,0,1586888397166,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:19:57,C,,2020-04-14T18:19:57,100533,301432,500772,701063,42069
412404666,56.308246791421,10.627265224416,,,,,,,MobileApp,6.1.6368,0,1586888402280,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:20:02,C,,2020-04-14T18:20:02,100533,301432,500772,701063,42069
412404667,56.308284234067,10.627553195645,,,,,,,MobileApp,6.1.6378,0,1593117234360,0,241136,630302021,2020-04-14T18:27:49,2020-06-25T20:36:21,2020-06-25T20:33:54,U,,2020-06-25T20:33:54,100533,301432,500772,701063,42069
412404668,56.308334721046,10.627051468745,,,,,,,MobileApp,6.1.6368,0,1586888420910,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:20:20,C,,2020-04-14T18:20:20,100533,301432,500772,701063,42069
412404669,56.30838485374,10.626548353994,,,,,,,MobileApp,6.1.6368,0,1586888429794,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:20:29,C,,2020-04-14T18:20:29,100533,301432,500772,701063,42069
412404670,56.308424411941,10.627787359989,,,,,,,MobileApp,6.1.6368,0,1586888481766,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:21:21,C,,2020-04-14T18:21:21,100533,301432,500772,701063,42069
412404671,56.308581708959,10.627837527015,,,,,,,MobileApp,6.1.6368,0,1586888485785,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:21:25,C,,2020-04-14T18:21:25,100533,301432,500772,701063,42069
412404672,56.308776198159,10.627908800015,,,,,,,MobileApp,6.1.6368,0,1586888490401,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:21:30,C,,2020-04-14T18:21:30,100533,301432,500772,701063,42069
412404673,56.308941651849,10.628063973058,,,,,,,MobileApp,6.1.6368,0,1586888498056,0,241136,630302021,2020-04-14T18:27:49,2020-04-14T18:27:49,2020-04-14T18:21:38,C,,2020-04-14T18:21:38,100533,301432,500772,701063,42069
